vhc,10
lkco,10
gbpusd,10
bay,10
short,10
nrz,10
befx,10
strata,10
ship,10
idrt,10
lnbtc,10
sstk,10
mcy,10
angi,10
snk,10
musa,10
vrex,10
athm,10
dtil,10
nsys,10
vxg,10
ash,10
alg,9
amba,9
insg,9
tgodf,9
nugt,9
ag,9
uslv,9
hain,9
hcr,9
ges,9
cxo,9
mchp,9
till,9
rbii,9
solo,9
cdix,9
qure,9
lxp,9
eb,9
extr,9
sai,9
pdn,9
mrc,9
dal,9
amrh,9
neobtc,9
gcp,9
ether,9
bep,9
vx,9
hush,9
alyi,9
apru,9
tpre,9
en,9
jag,9
exel,9
omcl,9
ldl,9
newr,9
tile,9
knsl,9
slm,9
jks,9
cdw,9
plce,9
tol,9
ecor,9
asa,9
irt,9
au,9
tino,9
csx,9
fhn,9
rnn,9
ffiv,9
h,9
aste,9
pk,9
syke,9
iivi,9
abev,9
drad,9
atls,9
trig,9
wldcf,9
appl,9
alk,9
pcty,9
ait,9
bhp,9
cgrw,9
